"Y","mol","Structure (Fingerprint)"
0.093,"NC(=O)c1cn2cc(-c3cccnc3)nc(N3CCCCC3)c2n1","0000000000000000010000000000000000000000000100000100010000000000000010000000000000000000100000000100000000000000000000000000000000100000000000000000000000000000000000001000001100000100000000001000000000000000000000001000000000000000000000000000000000000000000100000000000000000000000000010000010001000000000000000000000000001000000000000000000100000001000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000001000000010000000010000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000100000001000000010000000000100000000000000001000000000000100000000000000000000000000001000000000000000000000100000000000000000000000000000000000000000000001000000000000000000000000000001000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000100010000010000000000000000000000000010000000000000000000000000000000000000010000000000000000000000000000000000000000000010000000000000010100"
0.09349175,"Cc1nc(-c2cn3c(n2)-c2ccc(N4CCCC4C4CCCN(C)C4)cc2OCC3)n(C(C)C)n1","0000100000000000001000000000000000000000000100000000000000000000000000000100000000000000100100000100000000000000000000000000000000000000100000100000110000000000000000000000001000000000000001001000000000000000000010000000001000000000000000000000000000000000000000000000000000000010000010000000000001000000000000000000000000000100000000000001000100000000000100100000000100000000000000000000010000000000000000000000000000000000000000000000001000100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000100000000100000001000000000100001000000000000000000000000000000000001000000000001000000000010001000000000000000000000100010000010001000100000000000000000000000000000000000010000000000000000010000101000000000000000010000000000000000000000000101000100000000100000000001000010000000000000000000000000000000000000000000010000000000000000000000000000000000010000000000000000001000000000000000000000000000000000000000000000000000000000010000000001001100000000000000000000000010010"
0.094,"Cc1nc(N)nc2c1cc(Br)c(=O)n2CC1CCOC1","0000100000000000000000000000000000000000000000010000000000000000000000000100000000000000100000000100000000000100000100000000100000100000000000000000100000000000000000000000001000000000000000101000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000100000000000100000000000000000100000000000000000000000001000000000000000100000100000000000000000000000000000000000000000010000000000000000000000000000000000000000000000011000000000000000000000000000000000110000000000000000001000000000000000000000000000000000000000000000000000000000000000000000010000000000100000000000010000000000000000000000000000001000000000000000000000100000000000000000000001000000000000000000100000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000001000000000001000000000000000100000000000000101000000000000000000000000000000000000000000000000000000100100000000100000000000000000000000000000000000000000000001000100000000000000000000000000010"
0.094349,"COc1ccc(-c2ccc3c(c2)nc(Nc2ccn[nH]2)n3-c2nc(C)nc(N)n2)cc1CO.COc1ccc(-c2ccc3nc(Nc4ccn[nH]4)n(-c4nc(C)nc(N)n4)c3c2)cc1CO","0000000000000000000010000010000000000000000000000000001000000010000000000000010000000000100000000000000000000000000000000000000100000000000000001000100000000000000010000000001000000110001000001000000000000000000000001000000000000000000000100000000000000000000000000000010000000010000000000000000001000000000000000000000000000100100000000000000001000000000000000000100000000000000000000010000000000000000000000000001000000000000000000000100000000000000000000000000000000000001000000010000000000000000000000000000100000000000000000000110000100000000000000000000000000000010000000000000000000010000000000000000000000010000000000000000000000000000001000000010000000000001100000000000000000000000000000010000000000000000000000000000000000000000000100000000000000000000000000000001000000000000000010000000001000001000000000000000000000000000000000000000000000000010000000010000000001000000100010000000100000000000000000100000001000000010001000000000100000110000010000000000100000000001000000100001000000010000000000000000000000000"
0.0948,"COc1ccc(S(=O)(=O)Nc2cccc(-c3ccc4nc(NC(C)=O)sc4c3)c2)cc1","0000001000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000100100000001010000000100000000000000000000000001000000010000000001000000000000000000000001000000000000001000000100010000000000000000000000000000000000001100000010000000001000000010110000000000010000000100000000000000000001000000000000000000000000100001000000000000000000000000000000000000000000000000000000001000000000000000000000000000000100000000000000000000000000000000000000000000100000000010000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000010000001000000000000000000000100000100000000000000000000000000010010100000000000000000000000000100000000000000000000000000000000000000000001100000000000000001000000000000000000000000000000000000100000000000000000000000000001000001000000000000000000010000000100000000000000000000000000000000000000000000000000000010000000010000000000000000000000000000001000000000000000001000000000010000"
0.095,"Cc1nc(N)nc2c1cc(C#N)c(=O)n2C1CCC1","0100100000100010000000000000000000000000000000010000001000000000000000000000000000000000100000000100000000000000000000000000000000100000010000000000100000000000000000000000001000000000010000001000000000000000000000000000000000000000010000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000101000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000010000000000000000000000000000001000000000000000011000100000000000000000000001000000000000000000100000000000010000000000010000000000000000000000000000000000000000000010000000000000000000000000001000000000100000000000000000000000000000000000000000000000000000000101000000000000000000000000000000000010000000000000000000100000000000000000000000000000000000000000000000000001000001000000000000000000000000000010000"
0.095,"CCn1cc(-c2nn3c(-c4cnc(N)c(C(F)(F)F)c4)cnc3s2)cn1","0000000000000100000000000000000000000000000000000000000000000000000010000000000000000000100100000000000000000001010000010000000000100000000000000000101000000000000000000000001000000010000000001000001000000000000000100000000100000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000001000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000000000000000000000000000000110000000000000000000000000001010001100000000110000110000000000000000000000000001000001000000000000000000000100000000000000000100000000000000000000000000000000000000000001000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000100100000000000000000000000000000001000000000000001000000000010000000000000100000001000010000000000000000000000000000100000000000000000000001000000000000010000000011000000000000000000000000000000000"
0.095,"CS(=O)(=O)N1CCN(Cc2cn3cc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3n2)CC1","0000000001000000000000000000000000000001000100000000001001000000000010000100000000000000100000000100000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000001000000000000000000000000000000000000000000000010000000000000000100100001000000010000000001000000000010001010000000000000000000000000000000100000000000000000001000000000000000100000100000000000000000000000000000000000000001000000000100000000000001000000000000010000000000000000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000100000001000100010000000000000000000000000000001000000000100000000000010000000000001001000000000000100000000100010100000000000010001000000000000000000000000000000000000000000000000000001000000000010000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000001000000000010000000000000000000000010000000100100000000000000000000001000001000100000100000100000000010000000000000000000000000000001000000000000000001000000000000000"
0.0954,"CC(C)Nc1cc(-c2ccc3nc(NC(=O)Cc4ccccn4)sc3c2)cnc1Cl","0000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000100100000001000000000110100000000000000000000001000000100000000001000000000000000000000001000000000000001000000100000000001000000000000000000000000000000000000001001000001010000000100000000000000000000000001000000001000001000000000000000100000000100001000000000000000000000000000000000000000000000000000000000000010000000000000000000001000100000000000000000100000000000000000000000000010000000000000000000000000000000001000000000000010000000000000010000000000000000000100000000000000000000000000000000000000000010000001000000000000000000000100000000000000001000000000000010000000100000000000000000000000000100000010000000000000000010000000000000000000000000000000000000000000000000000000000000000100000000000000000000000010010000000001000001000000000000000000010000101100000000000000000000000000000000000000000000000100000010000000010000000000000000000000100000001000000000010000000000000000010010"
0.0956,"CC(=O)Nc1nc2ccc(-c3ccnc(OCc4ccccc4)n3)cc2s1","0000011000010000000000000000000000000000000100000000000000000010000000000001000000000000000000000000000000000000000000000000000100100000001010000000100000000000000000000000001000000100000000001000000000000000000000001100000000000001000010000000000000000000000000000000000000000010000000000000010001000000000100000000000000000000100000010000000000001000000000000000000000000100001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000010100010000001000000000000000000000100000000000000100000000000000000000000100000000000000000000000000100000000000000000000000000000000000000000000100000000000000001000000000000000000000000000000000000000000000000000010000000000001000001000000000000000000010000000100000000000000000000100000000000000000000000000100000010000000010010000000000000000001000000001000000000000000000000000000000000"
0.096,"COc1ccc(-c2ccc3nc(C)c(-c4ccc(N)nc4)n3n2)cc1OC","0001000000000000000000000000000000000000000100000000010000000000000000000000010000000000100100000000010000000000000000000000000100000000000000000000100000000000000010000000001000100010000000001000000000001000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000001000001000000000000101000000100100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000110000000000000000000000000000000000000000000000010000000000000000000000000010010000100000000000000010000000000000000000000000000000001000000000000000000000100000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000001000000000000000000000000000100000000000000000010000000000000000000000000000000000000000000000000000001000000100010000000000000000000000010000000000000000010100000000000000000000000000000100000000000000000000000000001000000000000000000000000000000010"
0.096,"CC(=O)Nc1cn2nc(-c3cccc(NS(=O)(=O)c4cccc5cnccc45)c3)ccc2n1","0001001000000000000000000000000100000000000100000000000000000000000000000000000000000000100100000000000000000000000000000000000000100000000000000010100000000000000010000000001000000100000000001000000000001000000000001100000000000001000000000000000000000000000000000000000000000001100000010010000001000000000000000000000011000000000000000000000000000000000000000000000000000100110000000000000000010000000000000000000000000000000000000001000000001000000000000000010000000000000000000000000000000000000000000000000010000000110000000000000000000000000000000000000100000000000100000000000000000000000000000000000000000000000000000000000100100000000001000000000000000000000100000101000000000000001000000000000000000000000000000000000000000001000000000000000000000000000000000000000001100000000000000000000000000000000000000000010000000000100000010000000000000000000000000000000000000000000000010000000100000000000000000000000000000000000000000000000000001000000000111000000000000000000000000000001000000000000000001000000000001010"
0.096,"Cc1cn2cc(-c3cccc(O)c3)nc(N3CCOCC3)c2n1","0000000001000000000000000000000000000000000100000000000000000000000010000100000000000000100000000100000000000000000000000000000000000000000000000000100000000000000000000000001100000000000000001000000000000000000000001100000000000000000000000000000000001000000100000000000000000010000000010000010001000000000000000000100000000100000000000000000000000001000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000100000010000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000100000001000000010000000000000000000000000001001000000000100000000000000000000000001001000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000010001000000000000000000000000010000010000000000000000000000000000000000000000000000000000000000000000110000000000000000000000000000001000000000000000001000000000000000"
0.0963,"CC(=O)Nc1nc2ccc(-c3cncc(F)c3)cc2s1","0000001000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000010000000100100000001000000000100000000000000000000000001000000000000000001000000000000000000000001000000000000001000000100000000000000000000000000000000000000000000000000000000001000000000100000000000000001000000000000000000000001000000000000000000000000100011000000000000000000000000000000000000000000000000000000000000000001000000000000000000000100000000000000000000000000000000000000000000010000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000001000000000000000000000100000000000000000000000000000000000000100000000000000000000000000100000000000000000000000000000000100000000000100000000000000001000000000000000000000000000000000000000000000000000000000000000001000001100000000000010000010000000100000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000001000000000000000000000010000001000"
0.0964,"COc1ccc(-c2c(C)nc3ccc(-c4ccc(OC)c(OC)c4)nn23)cn1","0001000000000000000000000010000000000000100100000000000000000000000000000000010000000000100100000000010000000000000000000000000100000000000000000000100000000000000010000000001000100010000000001000000000001000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000001000001000000000000100000000100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000010000000000000110000000000000000100000000000000000000000000000010000000000000000000000000010000000100000000000000010000000000000000000000000000000001000000000000000000000100000000000000000000000000000000000000000000100000000000000000000010000000000000000000000000000000000000001000000000000000000000000000100000000000000000010000000000000000000000000000000000000000000000000000000000000100010000000000000000000000010000000000000000010100000000000000000000000000000000000000000000000000000000001000000000000000000000000000000010"
0.0967,"COc1cccc(COc2nccc(-c3ccc4nc(NC(C)=O)sc4c3)n2)c1","0000001000010000000000000000000000000000000100000000000000000010000000000001000000000000000000000000000000000000000000000000000100100000001010000000100000000000000000000000001000000110000000001000000000000000000000001100000000000001000010000010000000000000000000000000000000000010000000000000010001000000000100000000000000000000100000010000000000001000000000000000000000000100001000000000000000000000000000000000000000000000000000000000000000000000000000000000010010100000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000010000010000001000000000000000000000100000000000000100000000000000000010000100000000000000000000000000100000000000000000000000000000000000000000000100000000000000001000000000000000000000000000000000000000000000000000000000000000001000001000000000000000000010000000100000000000000100000100000000000000000000000000100000010000000010010000000000000000001000000001000000000000000001000000000000000"
0.0979,"CC(=O)Nc1nc2ccc(-c3ccnc(OCCCc4ccncc4)n3)cc2s1","0000001000010000000000000000000000000000000101000000000000000010000000000001000000000000000000000000000000000000000000000000000100100000101010000000100000000000000000000000001000000100000000001000000000000000000000001100000000000001000010000000000000000000000000000000000000000000000000000000010001000000000100000000000000000000100000010000000000001000000000000000000000000100001000000000000000000000000000000000000000000000000000000000000000001000000000100000000000100000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000010000010100001000000000000000000000100000000000000000000000000000000000000100100000000000000000000000100000000000000000000000000000000000000000000100000000000000001000000001000000000000000000000000000000000010000000000000000000001000001000000000000000000010000000100000000000000000000000000000000000000000000000100000010000000000010000000000000000000000000001000000000001000000010000000000000"
0.098,"CC(=O)Nc1cn2nc(-c3cccc(N(C)S(=O)(=O)c4ccc(C)cc4)c3)ccc2n1","0000001000000000000000000000000000000000000100000000000000000000000000000000000000000000100100000000010000000000000000000000000100100000000000100010100000000000000010000000001000000000000000001000000000001000100000001100000010000001000000000000000000000000000000000000100000000000000000010000000001000000000010000000000001000100000000000000000000000000000000100000000000000100010000000000000000010000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000100000000000000000000000000000000000000000000000000000000000000100000000001000000000000000000000100000100000000000000000000000000000010000000000000000000000000000001000000000000000000000000000000000000000000100000000010000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000010010000000100000000100000000000000000000000000000000000000000001001000000110000000100000000000000000000001000000000000000001000000000001010"
0.099,"COc1cc(-c2ccc3nc(C)c(-c4cnc(N)c(C(F)(F)F)c4)n3n2)ccc1OCCNC(=O)OC(C)C","0001000000000100000000000000000000000000000100000000000000000000000001000000010000000000100100000000010000000001000000010000000100100000000000000000100000000000000010000000001000100010000000001000001000001000000000101100000000000000000000000000000000000000010000000000000000000000000000000100000001000001000000000000100000000100100000000000000000000000000010000000000000000100000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000010000000000000110000000000000000100010000000000000000000000000010000000000000000000000000011010001100000000100000011010000000000000000000000000000001000000000000000000000100000000000000000000000001000000001000000000000000000000000000000010000010000000000000000000010000010000001000000000000000000000000000100000000000000000010000100100000000000000000000000000000000000000000000001000000000010000000100000000000001000000000000000000010100000000000100000000001000000000000000000000000000000000001000000000000000000010000000000010"
0.09997,"Cc1nc(-c2cn3c(n2)-c2ccc(-c4ccnn4C4CC(C)N(C)C(C)C4)cc2OCC3)n(C(C)C)n1","0000100000000000001000000000000000000000000100000000000000000000000000000100010000000000110100000100000000000000000000000000000100000000010000100000100000000000000000000000001000000100000000001000010000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000100000001000000000000000000000000000100000000000000000100000000000100000000000100000000000000000000000000000000100000000000000000000000000000000000000100100000000000000000000000000000000000000000000000000000000000000000100000100010000000000000000000000000000000000000000100000001000000000000001000000000000000000000000000000000001000000000001000000000010001000000000000000000000100010000000001000100000000000000000000000000000000100000000000000000001010000000000000010000000010000000000000000000000000001000100000000100000000000000010000000000100000000000000000000000000000010010000000000000000000010000000000000010000000000000000001000000000000000000000000010000000000000000000000000000000010000000001001000000000000000000000000000010"
0.1,"OCc1cccc(-c2nc(N3CCOCC3)c3cc(O)ccc3n2)c1","0000000001000000000000000000000000000000000000000000000000000010000000000100000000000000100000000100000000000000000000000000000000000000000000000000100000000000000000000000001000000000001000001000000000000000000000001000000000000001000000000000000000000000000000000000000000000010000000010000010001000000000000000000000000000000000100000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000001000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000001000000010000000000000000000000000000001000000000100000000000000000101000001001000000000000000010000100000000000000000000001000000000000000000000000000000000000000000010000000000100000000000000000000000000000000000000000000000000000001100010000000000000000000000000010000000000000000000000000000000000000000000000000000010000010000000000000001000000000000000000000000000000000100000010000000010000010000000000000001000000000000000000000000001000000000000000"
0.1,"COc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1","0000000001000000000000000000000000000000000000000000000000000000000000000101000000000000100000000100000000000000000000000000000000000000000001000000100000000000000000000000001000000110000000001000000000000000000000000000000000000000000000000010000000000000100000000000001000000000000000010000000001000000000000000000000000010000100000000000000000000000000000000000000100000000000000000000000000000000001000000000000001000000000000000000000000010000000000000000010000000001001000000000000000000000000010000000000100000000000000000000000000000000000000000000000000000001000000010000000000000000000100000000001000000000100000000000000000000001001001000000000000000010000100000000000000000000001000000000010100000000000000000000000000000000000000000100000000000000000010000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000010010010000000000000000000000000000000000000100000000000000000000000000010010000000000000000000000000001000000000000010001000000000000000"
0.1,"Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)n1ccc(-c2cnc3ccc(Cl)cn23)c1","0000000000000000000000000000000000000000000000000000000000000000000010000000001000001000100100000000000000010000000001000000000000000000000000000000100000000000000000000000001000000000010000000000000000001001000000000000000100000000010010100000000000000000000000000000001000000000000000000000000001000000000010000000000000000100000010000000000000000000000110000000100000000100000000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000000000001000000000000000000000000000000000010000000000000000000000001000000000000000000010100000000000100000000000000000000000110000000000000000000000000000000000100000000000001000000000010000000000100100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000010000000000000000000000000000000001000000000000010000000000000000000000000000001001000000000000000000000000000000010010000001000000000000000000000000000000001000000000000000100000000000000000000000000000000000000000001000000000000000000000000000000000"
0.1,"Cc1nc(N)nc2c1cc(Br)c(=O)n2CC1CCCO1","0000100000000000000000000000000000000000000000010000000000000000000000000100000000000000100000000100000000000000000100000000000001100000000000000000100000000000000000000000001000000000000000101000000000100000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000100000000000000000000000001000000000000000100000100000000000000000000000000000000000000000010100000000000000000000000000000000000000000000001000000000000000000000000000000000100000000000000000001000000000000000000000000000000000000000000000000000000000001000000000010000000000000000000000010000000000000000000000000000001000000000010000010000100000000000000000000001000000000000000000100000000000010000000000010000000000000000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000100000000000000101000000000000000000000000000000000000000000000000000000100100000000100000000000000000000000000000000000000000000001000000000000000000000000000010010"
0.1,"O=S(=O)(Nc1cncc(-c2ccc3nccc(-c4ccncc4)c3c2)c1)c1ccc(F)cc1F","0000001000000000000000010000000000000000000000000000000000000010000000000000000000000000000000001000000000000000000000010000000100000000000000000000100000000000000000000000001000000100000000000000000000000001000000000000000000000000001010100000000000000000000000000000010000000000100000000000000001000000000001000000000000001000000000000000000000000000000000000000000000000100010000010000000000100000000000000010000000000000000001000001000000001000000000000000000000000001000000000000000000000000000000000000000010000000110000000000000000000000001000000000000010000000000100000000000000000000000100000000000000000000000000000000000100000100100001000000000000000000000100010100000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000100000000001000000000000000000000001000000000000000000000000000000100000010000000000000000000000000000000000000000010000010000000100000000000000000000000000000000000000000000000000000010000000000000100000000000000000010000000000000000000000000000000000000000"
0.1,"COc1ncc2cc1NS(=O)(=O)c1cccc(c1)C(=O)NCc1cccc(c1)-c1ncnc3ccc-2cc13","0000010100000000000000000000000000000000000000100000000000000010010010000000000000000000000000000100000000000000000000000000100110000000000000000000100000000000000001000000001000000111000000000000000000000100000000000000000000010000000001100000000000000000000001000000000000000000000000010000000001000000000001000000000000000000100000001000000000000000010000000000000000000100000000000000001000100000000000000000000000000100000000000000000000000000000000000000010000000000000000000000000000000000000000000000000110000000000000000000001000000000001000000010000010000000000000000000000000001000000100000000000000000000000000100000100000000000000001000000000000000000000100000000000000000000001000000000100000000100000000000000000000000000000000000001000000001000000000000000000000000000000000010000000000000000000000001000010000000000000000000000000000010000000000000000000000000000000100010000000000000000000000000000000000000000000001000000000000000010000000010000000000000000000000000000001100000000000000001000000000000000"
0.1,"COc1ncc2cc1NS(=O)(=O)c1ccc(Cl)c(c1)C(=O)NCc1ccc(s1)-c1ncnc3c(C)c-2sc13","0000010000000000101000000000000000000000000100100000010001000000010000000000000000000000000000000100000000000000000000000000000010000000000000000000100000000000000000000000001000000111000000000000000000000100000000000000000000000000000001000000000010000000000001000000000000000000000000000000000001000000000000000000000000010100100000001000000000001000010001000000100000011100000000000000001000000000000000000000000010000000000000000000000000000000000000000000011000000000000000000000000000000000000100000000000110000000000000000000001000000000000000000010000010000000000000000000000000001000000100000000000000100000000000100000000000000000000001000000000001000000000100011000000000000000001100000000100000000100000000000100000000000000100000000001000000001000000000000101000000000000000000000000000000000000000000001000000000000000000000000000000000000000000001000000000000000000000000010000100000000000000000000000000000000000000001000000000000001000000000000100000000000000000101000010001000000000000000000000000000000000"
0.102,"CS(=O)(=O)Nc1cc(-c2ccc3nc(N)c(-c4cccc(F)c4)n3n2)cnc1Cl","0000000000000000000000000000000000000000000100000000000000000000000000000000000000000000110100000000010000000000000000110000000000000000000000000000110000000000000010000000001000000000000000001000000000001000000000001000000000000000000000000000000000000000000000000000000000000000000000010000000001010001000000000000000000001000000100000000000000000000000010000000100000000100010000000000000000000000000000000000000000000000000000000000000010000000000000000000001000000000000000000000000000000000010000000000000010000000000000000000000000000000000000000000000010000000000100000000000000001010000100000000000000010010000000000000000000000000000001000000000000000000000100000100000000001000000000000000000000000000000000000000000000000010000000000000000000000000001000000000000001000000000000000100000000000000000000000000010100000000000000000000000000000000000000000000000000001000000000010000000100000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000001000000000010000001000010100000010"
0.1022,"CC(=O)Nc1nc2ccc(-c3ccnc(N(C)S(=O)(=O)c4cccc(C)c4)n3)cc2s1","0000001000110000000000000000000000000000000100000000000000000010000000000000000000000000000000000000000000000000000000000000000100100000001000100000100000000000000000000000001000000100000000001000000000000000100000001100000110000001000010100000000000000000000000000000100000000000000000000000000001000000000100000000000000000100000000000000000000001100000000000000000000000100001000000000000000000000000000000000000000000000000000000000000010000000100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000100000000000000000000000000000000000000000010000001000000000000000000000100000100000000000000000000000000000010100000000000000000000000000100001000000010000000000000000000000000000000100000000000000001000000000000000000000000000000000000000000000000000000000000000001000001000000000000000010010000000100000000000000000000000000000000000000000000000000000010000000010010000100000000000000000000001010000000000000001000000000000000"
0.1039,"COc1ccc(S(=O)(=O)Nc2cc(-c3ccc4nc(NCC5CCCCC5)sc4c3)cnc2Cl)cc1","0000100000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000100000000000000000000100000000100000100001010000000110000000000000000000000001000000010000100001000000000000000000000000000000000000000000000100010000000000000010000000000000000000000000000000000000001000000010110000000000000000000100000000000000000001000000000000000100000000100001000000000000000000000000000000000000000000000000000000000000010010000000000000000001000100000000000000000000000000000000000000000000110000000010000000000000000010000101000000000000010000000000100000000000000000000000100000000000000000000000000000000000100000010000001000000000000000000000100000100000000001000000000000000010010000000000000000010000000000100000000000100000000000000000000000000000001000000000000000000000000000000000000000000000100000000000000000000000000000000000001000001000000000000000000010000000100000000000000000000000000000000000000000000000100000010000000000000000000000000000000000000001000100000010000000000000000010100"
0.104,"CC(=O)Nc1cn2nc(-c3cncc(S(C)(=O)=O)c3)ccc2n1","0000001000000000000000000000000000000000000100000000000000000000000000000000000000000000100100000000000000000000000000000000000000100000000000000010100000000000000010000000001000000000000000001000000000001000000000001000000000000001000000000000000000000000000000000000000000000000000000000000000001000000000000000000000001000000000100000000000000000000000000000000000000000100010010000000000000010000000000000000000000000000000000000000000000001000001000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000100000000000100000000000000000000000000010000000000000000000000000000000000100000000001000000000000000000000100000110000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000100001000000100000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000010000010000000100000000000000000000000000000000000000000000000000001000000000100000000000000000000000000000001000000000000000000000000000001010"
0.1045,"CC(=O)Nc1nc2ccc(-c3ccnc(O[C@H](C)c4ccccc4)n3)cc2s1","0000001000010000000000000000000000000000000100000000000000000010000000000001000000000000000000000000000000000000000000000000000100100000001000010000100000000000000000000000001000000100000000001000000000000000000000001100000000000001000010000000000000000000000000000000000000000000000000000000000001000000000100000000000000000000100000010000000000001000000000010000000000000100001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000010100010000001000000000000000000000100000000000000100000000000000000000000100000000000000000000000000100000010000000000000000000000000000001000000100000000000000001000000000000000000000000000000000000000000000000000011000000000001000001000000000000000000010000000100100000000000000000000000000000000000000000000000000010000000011010000000000000000000000000001000000000000000000000000000000010"
0.1054,"Cc1nc(-c2cn3c(n2)-c2ccc(OC4(c5ccccc5)CN(C(C)C)C4)cc2OCC3)n(C(C)C)n1","0000100000000100001000000000000000000000000100000000000000000000000000000100000000000000100100000100000000000000000000000000000010000000000000100000100000000000000000000000001000000000000000001000000000000000000000000000000000010000000000000000000000010000000000000000000000000010000000000000000001000000010000000000000000000100100000000000000100000000000100000000000100000000000000000000001000000000000000000000000000000100000000000000000000100000000000000000000001010000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000001000000100000001000000000000000000000000000000000001000000000001000100000010001000000000000000000000100010000100001000100000000000000010000000000000000000000000000000000000010000000000000000000000010000000000000000010000000001000100000000100000000000000010000000000000000000000000010000000000000000010000000000001000000000000000000000000000000000000000001000000000000000000000000000000000000010000000000000000000010000001001001000000000000000000000000000010"
0.107,"NC(=O)c1cn2cc(-c3cccc4[nH]ncc34)nc(N3CCOCC3)c2n1","0000000001000000010000000000000000000001000100000000010000000000000010000100000000000000100000000100000000000000000000000000000000100000000000000000000000000000000000001000001100000000000000001000000000000000000000001000000000000000000000000000000000000000000100001000000010000000000000000000010001000000000000000000000000001000000000000000000000000001000000000000000100000100000000000000000000000000000000000000001000000000100000000000000000000000000010000000000000000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000100000001000000010000000000000000000000000000001000000000100000000000010000000000001001000000000000000000000100010000000000000000001000000000000000000000001000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000001000000100000000010000000100100000000000000010000001000001000100000000000100000000010000000000000000000000000000000000000000000000001000000000000000"
